Sex;Autonomous Communities;Measurements and percentiles;Periodo;Total
Females;National Total;Average;2024;26.904,9
Females;National Total;Average;2023;25.591,31
Females;National Total;Average;2022;24.359,82
Females;National Total;Average;2021;23.175,95
Females;National Total;Average;2020;22.467,48
Females;National Total;Average;2019;21.682,02
Females;National Total;Average;2018;21.011,89
Females;National Total;Average;2017;20.607,85
Females;National Total;Average;2016;20.131,41
Females;National Total;Average;2015;20.051,58
Females;National Total;Average;2014;19.744,82
Females;National Total;Average;2013;19.514,58
Females;National Total;Average;2012;19.537,33
Females;National Total;Average;2011;19.767,59
Females;National Total;Average;2010;19.735,22
Females;National Total;Average;2009;19.502,02
Females;National Total;Average;2008;18.910,62
Females;National Total;10th Percentile;2024;9.717,33
Females;National Total;10th Percentile;2023;9.421,49
Females;National Total;10th Percentile;2022;8.732,51
Females;National Total;10th Percentile;2021;8.329,95
Females;National Total;10th Percentile;2020;7.837,68
Females;National Total;10th Percentile;2019;7.416,44
Females;National Total;10th Percentile;2018;6.958,16
Females;National Total;10th Percentile;2017;7.161,93
Females;National Total;10th Percentile;2016;6.808,88
Females;National Total;10th Percentile;2015;6.630,92
Females;National Total;10th Percentile;2014;6.205,32
Females;National Total;10th Percentile;2013;6.457,78
Females;National Total;10th Percentile;2012;6.750,12
Females;National Total;10th Percentile;2011;6.996,22
Females;National Total;10th Percentile;2010;7.001,27
Females;National Total;10th Percentile;2009;7.027,1
Females;National Total;10th Percentile;2008;7.088,36
Females;National Total;25th Percentile;2024;15.744,72
Females;National Total;25th Percentile;2023;14.977,44
Females;National Total;25th Percentile;2022;14.094,78
Females;National Total;25th Percentile;2021;13.369,98
Females;National Total;25th Percentile;2020;12.781,59
Females;National Total;25th Percentile;2019;12.403,36
Females;National Total;25th Percentile;2018;11.617,31
Females;National Total;25th Percentile;2017;11.567,75
Females;National Total;25th Percentile;2016;11.129,97
Females;National Total;25th Percentile;2015;10.993,54
Females;National Total;25th Percentile;2014;10.900,7
Females;National Total;25th Percentile;2013;10.801,94
Females;National Total;25th Percentile;2012;11.153,94
Females;National Total;25th Percentile;2011;11.376,86
Females;National Total;25th Percentile;2010;11.462,43
Females;National Total;25th Percentile;2009;11.324,09
Females;National Total;25th Percentile;2008;11.038,28
Females;National Total;50th Percentile;2024;22.087,71
Females;National Total;50th Percentile;2023;21.177,99
Females;National Total;50th Percentile;2022;20.045,68
Females;National Total;50th Percentile;2021;19.162,47
Females;National Total;50th Percentile;2020;18.556,68
Females;National Total;50th Percentile;2019;17.961,93
Females;National Total;50th Percentile;2018;17.467,43
Females;National Total;50th Percentile;2017;17.214,6
Females;National Total;50th Percentile;2016;16.831,58
Females;National Total;50th Percentile;2015;16.825,11
Females;National Total;50th Percentile;2014;16.771,32
Females;National Total;50th Percentile;2013;16.452,43
Females;National Total;50th Percentile;2012;16.524,51
Females;National Total;50th Percentile;2011;16.796,41
Females;National Total;50th Percentile;2010;16.536,1
Females;National Total;50th Percentile;2009;16.433,14
Females;National Total;50th Percentile;2008;15.886,02
Females;National Total;75th Percentile;2024;34.439,17
Females;National Total;75th Percentile;2023;32.648,05
Females;National Total;75th Percentile;2022;30.984,32
Females;National Total;75th Percentile;2021;29.694,42
Females;National Total;75th Percentile;2020;28.747,87
Females;National Total;75th Percentile;2019;27.661,43
Females;National Total;75th Percentile;2018;26.743,16
Females;National Total;75th Percentile;2017;26.174,19
Females;National Total;75th Percentile;2016;25.711,14
Females;National Total;75th Percentile;2015;25.562,92
Females;National Total;75th Percentile;2014;25.134,57
Females;National Total;75th Percentile;2013;24.568,84
Females;National Total;75th Percentile;2012;24.505,75
Females;National Total;75th Percentile;2011;25.038,56
Females;National Total;75th Percentile;2010;24.751,72
Females;National Total;75th Percentile;2009;24.556,88
Females;National Total;75th Percentile;2008;23.446,18
Females;National Total;90th Percentile;2024;48.730,36
Females;National Total;90th Percentile;2023;46.370,71
Females;National Total;90th Percentile;2022;44.481,68
Females;National Total;90th Percentile;2021;42.182,44
Females;National Total;90th Percentile;2020;41.380,88
Females;National Total;90th Percentile;2019;40.005,75
Females;National Total;90th Percentile;2018;39.104,6
Females;National Total;90th Percentile;2017;37.896,51
Females;National Total;90th Percentile;2016;37.167,95
Females;National Total;90th Percentile;2015;37.098,89
Females;National Total;90th Percentile;2014;36.627,29
Females;National Total;90th Percentile;2013;36.068,77
Females;National Total;90th Percentile;2012;35.506,25
Females;National Total;90th Percentile;2011;35.871,36
Females;National Total;90th Percentile;2010;36.249,13
Females;National Total;90th Percentile;2009;36.009,1
Females;National Total;90th Percentile;2008;34.397,13
Females;Andalucía;Average;2024;23.679,2
Females;Andalucía;Average;2023;22.714,95
Females;Andalucía;Average;2022;21.729,48
Females;Andalucía;Average;2021;20.427,8
Females;Andalucía;Average;2020;19.517,52
Females;Andalucía;Average;2019;19.391,52
Females;Andalucía;Average;2018;18.672,11
Females;Andalucía;Average;2017;18.287,29
Females;Andalucía;Average;2016;18.177,37
Females;Andalucía;Average;2015;18.340,96
Females;Andalucía;Average;2014;17.576,13
Females;Andalucía;Average;2013;17.690,19
Females;Andalucía;Average;2012;17.828,44
Females;Andalucía;Average;2011;18.389,21
Females;Andalucía;Average;2010;17.921,33
Females;Andalucía;Average;2009;18.371,23
Females;Andalucía;Average;2008;17.298,33
Females;Andalucía;10th Percentile;2024;8.857,2
Females;Andalucía;10th Percentile;2023;8.691,3
Females;Andalucía;10th Percentile;2022;8.029,15
Females;Andalucía;10th Percentile;2021;7.549,7
Females;Andalucía;10th Percentile;2020;6.702,68
Females;Andalucía;10th Percentile;2019;6.532,82
Females;Andalucía;10th Percentile;2018;6.143,88
Females;Andalucía;10th Percentile;2017;6.598,44
Females;Andalucía;10th Percentile;2016;6.077,43
Females;Andalucía;10th Percentile;2015;6.117,82
Females;Andalucía;10th Percentile;2014;5.014,88
Females;Andalucía;10th Percentile;2013;5.975,64
Females;Andalucía;10th Percentile;2012;6.335,14
Females;Andalucía;10th Percentile;2011;6.168,16
Females;Andalucía;10th Percentile;2010;6.184,5
Females;Andalucía;10th Percentile;2009;6.261,59
Females;Andalucía;10th Percentile;2008;6.275,09
Females;Andalucía;25th Percentile;2024;13.513,29
Females;Andalucía;25th Percentile;2023;13.092,45
Females;Andalucía;25th Percentile;2022;12.385,05
Females;Andalucía;25th Percentile;2021;11.828,88
Females;Andalucía;25th Percentile;2020;10.942,79
Females;Andalucía;25th Percentile;2019;10.818,08
Females;Andalucía;25th Percentile;2018;9.780,75
Females;Andalucía;25th Percentile;2017;9.907,8
Females;Andalucía;25th Percentile;2016;9.826,35
Females;Andalucía;25th Percentile;2015;9.714,12
Females;Andalucía;25th Percentile;2014;9.096,52
Females;Andalucía;25th Percentile;2013;9.184,41
Females;Andalucía;25th Percentile;2012;9.926,27
Females;Andalucía;25th Percentile;2011;9.858,12
Females;Andalucía;25th Percentile;2010;9.967,4
Females;Andalucía;25th Percentile;2009;10.054,28
Females;Andalucía;25th Percentile;2008;9.859,25
Females;Andalucía;50th Percentile;2024;18.943,69
Females;Andalucía;50th Percentile;2023;18.151,97
Females;Andalucía;50th Percentile;2022;17.692,39
Females;Andalucía;50th Percentile;2021;16.516,76
Females;Andalucía;50th Percentile;2020;15.743,42
Females;Andalucía;50th Percentile;2019;15.977,45
Females;Andalucía;50th Percentile;2018;15.392,05
Females;Andalucía;50th Percentile;2017;15.368,02
Females;Andalucía;50th Percentile;2016;15.203,96
Females;Andalucía;50th Percentile;2015;15.295,34
Females;Andalucía;50th Percentile;2014;15.044,26
Females;Andalucía;50th Percentile;2013;15.029,15
Females;Andalucía;50th Percentile;2012;15.480,07
Females;Andalucía;50th Percentile;2011;15.578,41
Females;Andalucía;50th Percentile;2010;14.845,01
Females;Andalucía;50th Percentile;2009;15.963,82
Females;Andalucía;50th Percentile;2008;15.137,4
Females;Andalucía;75th Percentile;2024;29.843,74
Females;Andalucía;75th Percentile;2023;28.624,85
Females;Andalucía;75th Percentile;2022;27.902,91
Females;Andalucía;75th Percentile;2021;25.926,61
Females;Andalucía;75th Percentile;2020;25.271,08
Females;Andalucía;75th Percentile;2019;25.060,2
Females;Andalucía;75th Percentile;2018;24.307,97
Females;Andalucía;75th Percentile;2017;23.772,43
Females;Andalucía;75th Percentile;2016;23.822,52
Females;Andalucía;75th Percentile;2015;23.679,6
Females;Andalucía;75th Percentile;2014;23.211,41
Females;Andalucía;75th Percentile;2013;23.188,65
Females;Andalucía;75th Percentile;2012;22.931,4
Females;Andalucía;75th Percentile;2011;23.973,22
Females;Andalucía;75th Percentile;2010;22.617,39
Females;Andalucía;75th Percentile;2009;23.749,28
Females;Andalucía;75th Percentile;2008;22.198,09
Females;Andalucía;90th Percentile;2024;43.860,86
Females;Andalucía;90th Percentile;2023;42.147,06
Females;Andalucía;90th Percentile;2022;39.859,14
Females;Andalucía;90th Percentile;2021;37.057,08
Females;Andalucía;90th Percentile;2020;36.146,32
Females;Andalucía;90th Percentile;2019;36.124,06
Females;Andalucía;90th Percentile;2018;35.150,04
Females;Andalucía;90th Percentile;2017;33.912,39
Females;Andalucía;90th Percentile;2016;34.205,84
Females;Andalucía;90th Percentile;2015;34.389,77
Females;Andalucía;90th Percentile;2014;33.157,75
Females;Andalucía;90th Percentile;2013;32.818,67
Females;Andalucía;90th Percentile;2012;32.126,78
Females;Andalucía;90th Percentile;2011;34.038,22
Females;Andalucía;90th Percentile;2010;33.623,63
Females;Andalucía;90th Percentile;2009;33.967,87
Females;Andalucía;90th Percentile;2008;31.190,72
Females;Aragón;Average;2024;24.796,94
Females;Aragón;Average;2023;23.925,28
Females;Aragón;Average;2022;23.138,72
Females;Aragón;Average;2021;22.283,81
Females;Aragón;Average;2020;21.365,11
Females;Aragón;Average;2019;20.360,25
Females;Aragón;Average;2018;20.074,25
Females;Aragón;Average;2017;19.677,22
Females;Aragón;Average;2016;18.766,21
Females;Aragón;Average;2015;18.950,17
Females;Aragón;Average;2014;18.764,63
Females;Aragón;Average;2013;18.701,61
Females;Aragón;Average;2012;18.042,28
Females;Aragón;Average;2011;18.831,38
Females;Aragón;Average;2010;18.843,25
Females;Aragón;Average;2009;18.861,82
Females;Aragón;Average;2008;17.843,46
Females;Aragón;10th Percentile;2024;9.552,65
Females;Aragón;10th Percentile;2023;9.473,06
Females;Aragón;10th Percentile;2022;8.205,41
Females;Aragón;10th Percentile;2021;8.783,1
Females;Aragón;10th Percentile;2020;8.473,53
Females;Aragón;10th Percentile;2019;7.435,1
Females;Aragón;10th Percentile;2018;6.692,56
Females;Aragón;10th Percentile;2017;7.213,48
Females;Aragón;10th Percentile;2016;6.228,7
Females;Aragón;10th Percentile;2015;6.173,3
Females;Aragón;10th Percentile;2014;6.514,38
Females;Aragón;10th Percentile;2013;6.535,3
Females;Aragón;10th Percentile;2012;6.610,91
Females;Aragón;10th Percentile;2011;7.418,93
Females;Aragón;10th Percentile;2010;7.200
Females;Aragón;10th Percentile;2009;7.114,8
Females;Aragón;10th Percentile;2008;7.210,5
Females;Aragón;25th Percentile;2024;15.866,83
Females;Aragón;25th Percentile;2023;15.062,03
Females;Aragón;25th Percentile;2022;14.371,65
Females;Aragón;25th Percentile;2021;13.608,58
Females;Aragón;25th Percentile;2020;13.302,28
Females;Aragón;25th Percentile;2019;12.346,52
Females;Aragón;25th Percentile;2018;11.581,49
Females;Aragón;25th Percentile;2017;11.626,11
Females;Aragón;25th Percentile;2016;10.237,79
Females;Aragón;25th Percentile;2015;10.444,87
Females;Aragón;25th Percentile;2014;11.000,39
Females;Aragón;25th Percentile;2013;10.941,54
Females;Aragón;25th Percentile;2012;10.549,6
Females;Aragón;25th Percentile;2011;11.502,38
Females;Aragón;25th Percentile;2010;11.586,66
Females;Aragón;25th Percentile;2009;11.323,32
Females;Aragón;25th Percentile;2008;11.113,81
Females;Aragón;50th Percentile;2024;21.775,86
Females;Aragón;50th Percentile;2023;20.506,55
Females;Aragón;50th Percentile;2022;19.654,84
Females;Aragón;50th Percentile;2021;19.156,2
Females;Aragón;50th Percentile;2020;18.795,58
Females;Aragón;50th Percentile;2019;17.600,08
Females;Aragón;50th Percentile;2018;17.347,52
Females;Aragón;50th Percentile;2017;16.812,83
Females;Aragón;50th Percentile;2016;16.411,68
Females;Aragón;50th Percentile;2015;16.324,07
Females;Aragón;50th Percentile;2014;16.691,51
Females;Aragón;50th Percentile;2013;16.160,06
Females;Aragón;50th Percentile;2012;15.734,04
Females;Aragón;50th Percentile;2011;16.206,05
Females;Aragón;50th Percentile;2010;16.412,07
Females;Aragón;50th Percentile;2009;15.878,02
Females;Aragón;50th Percentile;2008;15.608,17
Females;Aragón;75th Percentile;2024;31.225,95
Females;Aragón;75th Percentile;2023;29.311,62
Females;Aragón;75th Percentile;2022;29.095,96
Females;Aragón;75th Percentile;2021;27.786,01
Females;Aragón;75th Percentile;2020;26.378,08
Females;Aragón;75th Percentile;2019;25.538,67
Females;Aragón;75th Percentile;2018;25.096,88
Females;Aragón;75th Percentile;2017;24.684,39
Females;Aragón;75th Percentile;2016;24.084,48
Females;Aragón;75th Percentile;2015;24.153,85
Females;Aragón;75th Percentile;2014;23.716,65
Females;Aragón;75th Percentile;2013;23.165,29
Females;Aragón;75th Percentile;2012;22.199,5
Females;Aragón;75th Percentile;2011;23.769,33
Females;Aragón;75th Percentile;2010;23.033,22
Females;Aragón;75th Percentile;2009;22.993,08
Females;Aragón;75th Percentile;2008;21.890,54
Females;Aragón;90th Percentile;2024;42.259,31
Females;Aragón;90th Percentile;2023;40.897,23
Females;Aragón;90th Percentile;2022;40.283,67
Females;Aragón;90th Percentile;2021;38.467,53
Females;Aragón;90th Percentile;2020;36.618,9
Females;Aragón;90th Percentile;2019;35.183,76
Females;Aragón;90th Percentile;2018;35.861,74
Females;Aragón;90th Percentile;2017;34.703,34
Females;Aragón;90th Percentile;2016;34.140,98
Females;Aragón;90th Percentile;2015;34.653,38
Females;Aragón;90th Percentile;2014;33.023,2
Females;Aragón;90th Percentile;2013;33.057,69
Females;Aragón;90th Percentile;2012;32.332,65
Females;Aragón;90th Percentile;2011;33.769,21
Females;Aragón;90th Percentile;2010;33.031,69
Females;Aragón;90th Percentile;2009;34.221,74
Females;Aragón;90th Percentile;2008;32.080,91
Females;Asturias, Principado de;Average;2024;25.414,38
Females;Asturias, Principado de;Average;2023;24.808,62
Females;Asturias, Principado de;Average;2022;23.792,42
Females;Asturias, Principado de;Average;2021;21.808,96
Females;Asturias, Principado de;Average;2020;21.308,01
Females;Asturias, Principado de;Average;2019;21.298,58
Females;Asturias, Principado de;Average;2018;19.744,94
Females;Asturias, Principado de;Average;2017;19.426,48
Females;Asturias, Principado de;Average;2016;19.077,92
Females;Asturias, Principado de;Average;2015;18.925,34
Females;Asturias, Principado de;Average;2014;18.400,68
Females;Asturias, Principado de;Average;2013;18.455,34
Females;Asturias, Principado de;Average;2012;18.026,01
Females;Asturias, Principado de;Average;2011;18.721,59
Females;Asturias, Principado de;Average;2010;18.786,13
Females;Asturias, Principado de;Average;2009;19.289,76
Females;Asturias, Principado de;Average;2008;18.452,09
Females;Asturias, Principado de;10th Percentile;2024;8.512,47
Females;Asturias, Principado de;10th Percentile;2023;9.454,83
Females;Asturias, Principado de;10th Percentile;2022;7.821
Females;Asturias, Principado de;10th Percentile;2021;7.035,96
Females;Asturias, Principado de;10th Percentile;2020;6.672,84
Females;Asturias, Principado de;10th Percentile;2019;6.885,48
Females;Asturias, Principado de;10th Percentile;2018;6.229,31
Females;Asturias, Principado de;10th Percentile;2017;6.810,94
Females;Asturias, Principado de;10th Percentile;2016;6.218,32
Females;Asturias, Principado de;10th Percentile;2015;6.410,24
Females;Asturias, Principado de;10th Percentile;2014;6.322,88
Females;Asturias, Principado de;10th Percentile;2013;6.179,97
Females;Asturias, Principado de;10th Percentile;2012;6.518,05
Females;Asturias, Principado de;10th Percentile;2011;7.326,72
Females;Asturias, Principado de;10th Percentile;2010;7.330,34
Females;Asturias, Principado de;10th Percentile;2009;7.337,43
Females;Asturias, Principado de;10th Percentile;2008;7.169,76
Females;Asturias, Principado de;25th Percentile;2024;14.508,05
